, CC_area, CC_perimeter, CC_circularity, CC_length, W1, W2, W3, W4, W5, W6, W7,volume
1029,776.25,213.75,0.213496,73.5,20.75,166.25,95.5,80.25,79.5,71.75,262.25,1740570.0
1030,646.25,208.77,0.18632100000000001,72.5,13.0,139.75,88.75,84.25,58.5,50.5,211.5,1718834.0
1031,638.5,216.94,0.17048,79.5,26.5,161.75,94.25,70.0,54.0,56.75,175.25,1840341.0
1032,610.75,205.7,0.181383,75.5,8.5,118.75,103.25,68.75,63.5,57.0,191.0,1638925.0
1033,649.0,213.8,0.17841400000000002,78.5,30.25,151.25,99.25,64.25,44.5,55.25,204.25,1654247.0
1034,633.75,203.8,0.19173800000000002,68.5,36.0,135.75,85.75,72.0,63.5,50.75,190.0,1522946.0
1035,404.75,192.56,0.13717200000000002,68.5,25.75,80.0,75.5,55.75,49.25,29.75,88.75,1690392.0
1036,787.0,225.29,0.194854,79.5,39.25,163.5,120.75,89.25,78.25,67.0,229.0,1835256.0
1037,789.25,224.77,0.19630699999999998,79.5,38.25,187.25,107.75,81.0,83.5,69.5,222.0,1738719.0
1038,645.25,215.05,0.17533900000000002,78.5,31.75,170.75,92.0,80.5,58.75,51.5,160.0,2093175.0
1039,737.5,239.62,0.161405,81.5,37.25,158.0,119.0,89.0,76.75,54.5,203.0,1512905.375
1040,514.0,194.34,0.171024,72.0,12.25,102.75,84.5,64.5,51.5,43.0,155.5,1621995.0
1041,723.75,216.77,0.193547,74.5,35.5,182.75,91.5,78.0,64.5,66.0,205.5,1740112.0
1042,728.5,218.7,0.191396,78.5,29.5,157.75,116.75,95.75,69.5,62.0,197.25,1852343.0
1043,583.0,217.43,0.154967,74.0,42.0,126.75,92.25,68.0,60.5,42.75,150.75,1737898.0
1044,738.25,209.92,0.21051799999999998,76.0,23.5,161.25,110.75,93.25,73.5,64.75,211.25,1917587.0
1045,617.75,183.87,0.229606,62.0,20.0,134.0,84.25,84.75,67.0,54.75,173.0,1308718.0
1046,692.75,208.29,0.200659,78.0,12.75,145.5,104.25,87.5,58.0,72.25,212.5,1950845.0
1047,599.0,207.44,0.174927,77.0,27.0,145.25,73.5,68.75,59.5,43.25,181.75,1633889.0
1048,825.0,229.38,0.19704000000000002,77.0,28.25,184.5,101.5,82.5,86.75,73.5,268.0,1737671.0
1049,545.0,187.68,0.19443,72.5,12.75,111.75,86.5,84.0,57.0,50.0,143.0,1786003.0
1050,819.0,229.89,0.194732,80.5,43.0,160.5,137.75,92.5,79.75,69.75,235.75,1734575.0
1051,434.75,169.78,0.189525,63.0,10.5,104.0,67.5,54.25,46.75,38.75,113.0,1436900.0
1052,504.0,186.66,0.181776,70.0,16.5,111.25,77.25,58.25,52.0,44.0,144.75,1682392.0
1053,542.75,190.15,0.188641,68.0,17.75,124.25,90.75,63.0,48.5,40.75,157.75,1380648.0
1054,594.0,186.97,0.213517,66.0,19.0,132.0,83.5,64.5,61.5,55.25,178.25,1345368.0
1055,681.25,203.46,0.20680500000000002,74.5,21.0,163.5,101.75,83.25,66.0,60.25,185.5,1616969.0
1056,485.75,188.07,0.172569,66.5,17.0,77.5,81.5,57.75,38.75,36.25,177.0,1436151.0
1057,456.75,162.0,0.21869499999999997,60.5,10.5,91.5,88.0,66.25,47.5,35.25,117.75,1671789.0
1058,528.5,197.63,0.170037,73.0,19.25,93.5,100.0,73.25,57.0,45.75,139.75,1607564.0
1059,698.0,219.12,0.18269000000000002,79.5,23.0,149.5,112.5,79.75,68.5,51.5,213.25,1733145.0
1060,569.5,202.29,0.17488900000000002,74.5,22.0,128.5,84.0,64.75,59.0,49.0,162.25,1731742.0
1061,454.5,168.47,0.201237,63.0,11.0,129.0,64.75,50.0,33.75,34.0,132.0,1482527.0
1062,489.0,200.44,0.152952,70.0,20.5,107.25,79.5,52.5,39.75,30.5,159.0,1385220.0
1063,759.75,223.94,0.19037,80.0,14.25,140.5,120.5,91.5,80.25,61.75,251.0,1656839.0
1064,853.75,211.21,0.240502,69.5,25.5,175.75,116.75,98.5,91.0,91.0,255.25,1601953.0
1065,603.0,197.63,0.19400699999999999,73.0,20.5,119.0,81.75,64.75,51.75,67.25,198.0,1518815.0
1066,735.0,204.17,0.221579,73.5,22.5,197.25,95.25,82.0,67.0,73.75,197.25,1761233.0
1067,864.75,218.82,0.22694099999999998,74.0,21.75,230.5,123.5,80.5,79.5,71.25,257.75,1532844.0
1068,532.75,180.15,0.20629299999999998,64.5,18.75,117.0,100.0,65.75,47.25,43.0,141.0,1631777.0
1069,394.75,163.76,0.184974,61.5,7.75,94.75,69.25,51.75,39.25,26.5,105.5,1534198.0
1070,578.75,197.65,0.186165,72.0,17.0,125.75,86.0,73.75,60.25,53.75,162.25,1549985.0
1071,864.75,230.09,0.20526599999999998,80.0,36.0,182.0,118.5,97.25,91.25,84.25,255.5,1585707.0
1072,691.5,195.63,0.2270530000000001,69.0,25.5,164.75,113.25,80.5,71.25,55.75,180.5,1604132.0
1073,648.0,229.07,0.15519000000000002,78.0,41.0,134.5,97.25,63.75,58.75,52.0,200.75,1706362.0
1074,538.5,181.42,0.20560599999999998,67.0,18.0,123.5,77.0,59.75,52.25,46.25,161.75,1423675.0
1075,586.25,190.92,0.202103,72.5,13.0,129.75,83.75,81.25,59.0,55.75,163.75,1628407.0
1076,527.0,189.56,0.184301,67.0,15.5,90.0,77.5,74.0,63.5,46.5,160.0,1564312.0
1077,664.5,200.46,0.20780300000000002,75.0,8.75,166.0,97.0,94.75,72.0,48.0,178.0,1476046.0
1078,652.0,188.97,0.229431,67.5,113.25,16.75,125.0,77.5,72.0,64.0,183.5,1607227.0
1079,737.0,221.41,0.188923,76.0,31.25,128.25,126.25,79.75,78.5,67.0,226.0,1557005.0
1080,657.0,193.56,0.22036599999999998,65.5,31.0,161.25,92.0,68.5,67.25,59.5,177.5,1491549.0
1081,687.25,202.46,0.21069200000000002,75.5,18.75,161.0,85.25,83.5,74.75,56.25,207.75,1536933.0
1082,612.5,200.63,0.19121400000000002,74.0,25.0,132.5,85.0,67.0,66.25,57.5,179.25,1489320.0
1083,701.25,209.1,0.20155499999999998,77.5,15.0,135.5,113.25,58.25,73.0,91.5,214.75,1678048.0
1084,747.25,211.73,0.20946199999999998,76.5,19.75,154.75,94.0,84.5,70.25,65.75,258.25,1558733.0
1085,644.75,196.97,0.208825,72.5,17.5,137.75,119.25,88.0,60.0,53.75,168.5,1531754.0
1086,773.75,200.15,0.242727,71.5,21.0,188.5,96.0,90.0,89.5,80.0,208.75,1422172.0
1087,740.25,208.75,0.213464,74.0,33.5,168.0,104.25,86.25,72.5,70.5,205.25,1820261.0
1088,671.25,203.56,0.203568,73.0,24.5,172.0,92.0,81.0,63.5,51.25,187.0,1610254.0
1089,731.75,211.63,0.205312,77.5,20.25,163.75,96.25,86.5,72.75,70.0,222.25,1682950.0
1090,767.75,223.41,0.193298,82.0,26.75,163.25,109.25,85.25,70.0,102.0,211.25,1664708.0
1091,810.0,231.72,0.189564,81.5,24.5,174.5,150.0,92.75,75.0,66.25,227.0,1535681.0
1092,761.75,205.7,0.226227,70.0,16.5,163.25,112.75,83.25,72.5,98.75,214.75,1666563.0
1093,583.25,236.02,0.131578,82.0,32.25,111.75,106.25,68.25,61.75,41.0,162.0,1503102.0
1094,658.0,199.44,0.207882,69.5,25.0,146.0,96.75,69.25,67.25,55.0,198.75,1565937.0
1095,701.75,228.17,0.16939,82.0,30.0,130.75,111.5,86.5,64.25,54.75,224.0,1781013.0
1096,741.5,230.72,0.175041,77.0,35.25,153.0,103.5,81.25,75.5,63.0,230.0,1609801.0
1097,657.5,225.0,0.163215,79.5,19.25,137.5,91.25,76.25,69.75,54.25,209.25,1526070.0
1098,614.0,202.12,0.188875,71.5,27.5,119.5,105.0,71.5,59.5,56.0,175.0,1380258.0
1099,690.25,207.87,0.200732,75.5,24.75,149.5,113.5,83.25,73.75,63.0,182.5,1561447.0
